formula,transition temperature
Y1Ba2Cu2.98Zr0.02O6.84,90.2
Yb1Ba1.7Sr0.3Cu3O6.9,81.0
Al99.925Mn0.075,0.7
La1.85Sr0.15Cu0.9875Co0.0125O4,22.9
B2.34Nb1,9.16
Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02F0.2O7.9,103.0
Ho0.15Lu0.85Ni2B2C1,15.1
Ca0.84Ce0.16Fe1As1.98Sb0.02,21.0
Fe0.15Ni0.85Zr2,2.31
Bi0.4Sn0.6,7.34
Mg0.7Zn0.3C1Ni3,2.5
Y0.6Pr0.4Ba2Cu4O7.95,63.0
Rb1Hg1C4,0.99
Th1Rh0.85Si1.15,5.48
Pd0.55Cu0.45H0.7,16.6
La1Fe1As1O0.85,25.76666667
Gd0.9Mo0.1Ba2Cu3O6.907,65.9
Sm1Ba2Cu3O6.734,67.6
Bi0.5Pb0.5,8.4
La0.995Y0.005Fe0.995Mn0.005As1F0.11O0.89,2.89
Y0.9Ca0.1Ba2Cu3O6.96,81.5
Tl2Ba2Cu1O5.957,38.0
Bi3S3O3,5.1
Sb0.05Sn0.95,3.75
Fe1.12Se0.3Te0.7,13.7
Nb0.84S0.16,5.6
Fe1Te0.95Se0.05,6.7
Bi2Sr1.34La0.66Cu1O6,20.0
La1S1,0.84
As0.1P0.9,9.9
Na1Al1Si1,7.2
Tl0.5Pb0.5Sr4Cu2C0.7N0.3O7,70.0
Bi0.1Pt1Sb0.9,1.21
Y1Sr2Cu2.7Ti0.3O7.144,12.0
Ce1Fe1As0.47P0.53F0.05O0.95,5.84
Er1Rh3.6Ir0.4B4,7.95
Y4Ru6Sn19,1.3
Ca0.4Ba1.35La1.25Cu3O7.15,78.8
La1.73Sr0.27Cu1O3.913,30.6
Pr0.75Nd0.25Os4Sb12,1.48
Y1Ba2Cu3O6.556,58.95
Pd2Yb1Sn1,2.39
Sr1Fe1.88Ni0.12As2,5.92
La1Pd2Ge1.9Sn0.1,1.25
B2.6Nb1,10.9
Y1Ba1.5La0.5Cu3O7.06,22.0
Nb3Rh0.95Ru0.05,2.42
Dy1Ba2Cu2.9Ga0.1O6.7,68.0
La1Nd0.86Ce0.14Cu1O3.978,16.0
Mg1Co1Ni2.97Co0.03,6.7
Nb0.38Zr0.62,8.7
Rb0.75Fe1.6Se2,32.0
Li1Hf0.7Zr0.3N1Cl1,22.6
Lu0.7Ca0.3Ba2Cu3O6.78,54.0
Y1Ba1.9La0.1Cu4O7.8,67.8
La1Fe1As1H0.08O0.92,28.7
Ce1Fe0.85Co0.15As1O1,5.0
Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95,81.4
Y1Ba2Cu2.979Zn0.021O7,80.2
Na1Fe0.979Co0.021As1,19.4
La1.9Sr0.1Cu0.995Zn0.005O4,19.645
Gd0.32Pr1.53Ce0.15Cu1O4,13.6
B2Mg0.988Sc0.012,41.4
La3Ni4Ge4,0.37
Ba1Fe1.892Ni0.108As2,15.88
Sr2Nd0.4Ca0.6Cu2F1O5,75.1
Sm1La0.75Sr0.25Cu1O3.95,20.0
Ga3Zr5,3.85
Nb0.88V0.12,5.7
La1.72Sr0.28Cu1O4,4.98
Ru0.4Rh0.6P1,1.27
La0.7Y0.3Fe1As1F0.15O0.85,36.2
Hg1Ba2Ca3Cu4O1,115.0
Er0.45Ca0.4Hf0.15Ba2Cu3O7.1,66.0
La5Ru2,2.35
Ce1Cu2Si2,0.6497
La1Tl3,1.566666667
Hg0.9W0.1Ba2Ca1Cu2O6.2,118.0
Pr0.75Ce0.25Pt4Ge12,1.015
Hg1Ba2Cu1O4.28,85.0
Sr1.5K0.5Cu1C1O5,20.0
V0.73Si0.23Al0.04,10.4
Mg0.9Al0.05Li0.05B2,37.1
Ba0.9Rb0.1Fe2As2,23.3
Mg1C0.978Ni3,7.3
K0.86Fe1.66Se2,32.0
Y1Ba2Cu3H0.24O6.765,68.0
Er1Rh4B4,7.795
Hg0.8Bi0.2Ba2Ca2Cu3O8.2,130.0
Hg0.75Ba2.07Ca2.07Cu3.11O8.16,134.2
Y0.7Ca0.3Ba2Cu3O6.12,35.0
Fe1Te0.93Se0.07,8.2
Sr0.42K0.58Fe2As2,36.0
Pb0.9Sn0.1,7.17
B12Li1.7,7.05
Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,87.0
Sm0.9Pr0.1Ba2Cu3O6.65,30.6
Ir2La1,0.24
La1Fe0.5Ru0.5As1F0.11O0.89,13.6
Nb3Sn0.9Ge0.1,18.0
Li1.07Ti1.93O4,11.05
Mg1C1Ni2.7Ru0.3,2.8
Pb0.6Cu0.4Sr1La1Cu1O5.06,37.8
Y1Sr2Cu2.7Ti0.3O7.152,23.0
Al1Sr2Ca2Cu3O9.9,77.0
Co1Lu3,0.175
Y2Pd0.7Pt0.3Ge3,2.52
Nb0.7Zr0.3,10.8
Y1Ba2Cu2.697Mn0.303O6.9,63.0
Ir0.96Pd0.04,0.069
U0.9911Th0.0089Be13,0.66
Re24Ti5,6.6
Cd0.97Pd0.03,4.2
Ge1.9La1,2.17
La1Fe1As1O0.6,24.4
La1.7Gd1.3Ca1Ba2.2Sr0.8Cu6.44In0.56O16.6,30.0
Ce0.6Nd0.4F0.7Bi1S2O0.7,3.25
Mo0.75Pt0.15Re0.1,5.3
Ba0.644K0.356Bi1O3,29.0
Pb0.7Hg0.3Sr2Nd0.3Ca0.7Cu2O6.6,90.0
Mo0.45Tc0.55,14.0
Pt0.02U0.98,0.87
Eu1Fe2As1.68P0.32,22.0
La2.25Pr0.75Se4,0.76
Y1Ba2Cu2.9Zn0.1O6.85,50.08
Dy1Ba2Cu2.7Fe0.3O6.96,10.0
Tm2Fe3Si5,1.3825
La1.25Ca0.4Ba1.35Cu3O7.141,77.8
Rh0.1Ti0.9,4.0
Tl0.8Bi0.2Ba2Ca2Cu3O9,116.0
Ba0.63K0.37Fe2As2,39.0
Li2Pd2.85Ni0.15B1,7.663333333
Li2B1Pd1.5Pt1.5,3.72
Ho0.5Pr0.5Ba2Cu3O6.67,24.3
Ca10Pt4Fe10As18,38.0
Dy1Ba2Cu2.96Fe0.04O6.89,82.0
Bi1.7Pb0.3Sr2Ca1Cu2O8.05,80.5
La1.736Nd0.117Ca0.138Ba0.012Cu1O4,29.4
Hg1Ba2Ca1Cu2O6.31,98.0
Sm1.8Ce0.2Cu1O4,14.7
Cd0.75Mg0.25,0.16
Ce1Cu2.53Si2,0.62
Ba2Ca3Cu4F1.2O8.8,103.5
La1.9Ca0.1Cu1O4,20.5
Al0.8Ge0.2Nb3,20.375
Mo6.35Pb1S8,12.6
Nb0.5Ti0.3V0.2,7.8
La1.8Sr0.2Cu0.9883Zn0.0117O4,23.6
La1.71Sr0.25Ho0.04Cu1O4,9.95
Ta1Se1Te1,1.445
Cu0.065Ti1Se2,3.4
Cr1Ru3,3.3
Y1Ba1.95La0.05Cu3O6.98,89.65
Sc1Pd2Sn1,2.145
Ca2In1N1,0.6
U1Pd2Al2.7Ga0.3,0.52
Nb0.67Pb1S3Ta0.33,2.01
V2Hf0.95Y0.05,9.22
Ba0.51K0.49Bi1O2.974,22.2
Y1Ba2Cu2.9Fe0.1O6.8,50.55
Pr0.102Th0.898,0.95
La0.996Tb0.004Al2,2.4
Ni0.5V0.16Zr0.34,0.43
Y1Ba1.98La0.02Cu4O8,74.3
Ce0.025Th0.975,0.58
Hf0.33Nb0.67,17.0
Pd1Zr2,2.36
Pb0.6Cu0.4Sr1La1Cu1O5.15,32.0
Rh0.5Pd0.5Pb2,1.7
La0.97Gd0.03Ru2,2.73
Nb3Rh0.98Ir0.02,2.43
La1.805Nd0.08Sr0.115Cu1O4,27.5
Ge5La1,7.0
K0.8Fe1.979Mn0.021Se2,31.0
Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,82.4
Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.1
Nb0.79Si0.21,9.3
Y3Ru4Ge13,2.116666667
La0.95Y0.05Ni1C2,2.79
La1Fe1As0.8P0.2F0.05O0.95,25.61
Ba0.65Na0.35Fe2As2,31.25
Pr0.74Gd1.11Ce0.15Cu1O4,7.5
Li2Pd0.48Pt2.52B1,3.07
Y1Ba2Cu3.92Mn0.08O8,41.6
Pr0.6Nd0.4Os4Sb12,0.89
Ca0.4Ba1.35La1.25Cu3O6.92,14.4
Ca0.88Ce0.12Fe2As2,33.2
Ce1Fe1As1O0.7,40.2
Bi2Sr2Ca6Cu8O19,80.0
Ba1Fe1.902Co0.098As2,15.8
K1Rb2C60,27.0
H0.33Nb0.67,7.28
B3Mo6S8Sn1,15.0
Fe1Se0.75Te0.25,13.3
Sr1Fe1.2Ru0.8As2,17.2
Mo6.35Pb0.9S8Sn0.12,11.0
Y0.7Cd0.3Ba2Cu3O7,92.8
Y2Pd0.6Pt0.4Ge3,2.46
Ca1.76Na0.24Cu1Cl2O2,26.9
La0.3Nd0.7Pt2.1B2.4C1.2,4.28
Ge0.22Nb1,5.3
Y1Ba2Cu2.955Ni0.045O6.95,86.2
Y0.77Ca0.08Pr0.15Ba2Cu3O6.95,81.7
Ho1Ni1.995Co0.01B2C1,6.72
Hg1Ba2Cu1O4.162,97.4
Ba1Ni2As1.902P0.098,0.763
Bi1.9Pb0.1Sr2Ca1Cu2O8.2,73.5
La1.82Ba0.18Cu0.99Ga0.01O4,8.6
La1Ru2Si2,3.5
Rb0.7Bi1.3O3,11.0
Eu1Ba1Sr0.8Ca0.2Cu3O6.95,75.0
La1.85Sr0.15Cu0.977Ga0.023O4,0.9
Nb25Ti20Zr55,7.5
Ce1Ru0.2Co1.8,0.35
Y0.985Ca0.015Ba2Cu3O6.98,89.9
Al0.245Nb0.725,18.4
Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,93.0
Bi0.575Pb0.425,8.03
Ba0.85K0.15Ti2Sb2O1,5.86
Hg1Ba2Cu1O4.21,80.0
Nb0.69Pd0.31,1.84
Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9
Ce1Pt3.03Si0.97,0.37
Y3Pt4Ge6,2.6
La1.8Sr0.2Cu0.9928Zn0.0072O4,27.0
U0.98Ni2Al3,1.145
Er1Ba2Cu2.95Ga0.05O6.75,90.0
Ni29Zr71,2.78
Ba1Fe1.82Co0.18As2,20.7
Y2Rh3Si5,2.7
Y1Ba2Cu2.7Ni0.3O6.9,46.0
Ca1.7Na0.3Cu1Br1Cl1O2,23.5
La1Bi1S2F0.7O0.3,7.86
Nb0.8Ga0.15Ni0.05,9.4
Bi0.16Pb0.4Sr2Ca2Cu3O10.11,105.3
Ca0.2Ba1.55La1.25Cu3O7.07,46.1
Sm0.7Pr0.3Ba2Cu3O6.75,6.6
Y1Ba2Cu2.9Ni0.1O6.95,70.0
Sr1Fe1.75Rh0.25As2,21.9
Th1Ir1.6Os0.4,5.15
Al0.32La0.68,3.23
Bi2Sr2Ca0.5Y0.5Cu2O8.33,40.0
Nb0.75Ti0.25,10.02
Nb2.919Hf0.081Al1,16.5
Nd0.75Pr0.25Ba2Cu3O6.96,11.7
Cr0.57Mo0.43,0.03
Nb3Al0.9Be0.1,19.8
La0.85Ce0.15Ru2,2.444
Er0.95Ca0.05Ba2Cu4O8,83.2
Nb0.85Ta0.15,8.08
Al2Ge2U1,1.6
Gd1Ba2Cu2.7Co0.3O6.9,33.0
Ti0.91V0.09,6.3
Sr1Pd1.8Ag0.2Ge2,2.52
Ba1Fe1.824Co0.176As2,21.05
Ce1Rh0.2Co0.8In5,1.57
Bi1.6Pb0.4Sr2Ca2Cu3O10.15,97.0
Ba1Fe1.86Co0.12Mn0.02As2,12.5
Eu1.1Ba1.9Cu3O7.07,81.0
Y1Ba2Cu2.95Zn0.05O6.75,48.0
Ba1Pb0.8Sb0.2O3,1.7
C3Ho0.4Th1.6,5.5
In1Pd1,0.7
Fe1.049Se0.2Te0.8,11.0
Re0.76V0.24,4.52
Hg1Sm0.5In0.5Pb2,6.9
Hf1V2H1,4.87
Er0.75Tb0.25Ni2B2C1,4.45
Li1Ti2O4,11.87272727
Y1Ba2Cu3O6.995,89.0
Cu1Rh1.95Se4Sn0.05,2.7
Y2Br0.25Cl1.75C2,2.85
La2.5Y0.5Ca1Ba3Cu6.44Fe0.56O16.617,58.0
Ce1Ir1In5,0.770428571
Gd0.002Th0.998,0.714
Cu50Sn50,3.26
Cu0.825Ge0.175,0.145
Th1Ir0.6Ru1.4,2.87
Y1Ba1.5Sr0.5Cu3O6.96,89.0
Gd0.95Hf0.05Ba2Cu3O6.91,86.9
Y2Ni1Ge3,0.533
Y1Ba1.8La0.2Cu3O6.8,47.2
Sr1.3K0.7Cu1C1O5,20.0
Y0.7Pr0.3Ba2Cu3O6.98,57.4
Pd2Hf0.75Y0.25Al1,3.2
Nd1Fe1As1O0.7,53.7
Na0.75Co0.999Ga0.001H2.6O3.3,4.19
La1Fe1As0.4P0.6F0.05O0.95,24.12
Pb0.9Yb0.1Mo6Se8,12.3
Y1Ba2Cu2.94Zn0.06O6.97,67.6
La0.7Ca0.1Pr0.2Ba1.5Sr0.5Cu3O6.862,40.0
Hg0.714Tl0.286,3.875
Ca0.25Na0.75Fe2As2,33.4
P1Pb1,7.8
Nb2.85Ti0.15Sn1,17.9
La1.736Nd0.114Ca0.138Ba0.012Cu1O4.02,29.4
Hf1Os1P1,5.815
La1Pt0.1Ni0.9Si1,1.275
Al2Zr1,0.175
Cu1Rh2S4,3.794
Ga0.222V0.778,12.3
Ba1Pb0.75Bi0.253,12.5
Er0.9Hf0.1Ba2Cu3O6.862,82.9
Tm1Ba2Cu3O6.44,28.0
Dy1Ni2B2C1,5.033571429
Y1Cu2.98Zn0.02O7,84.5
Pb1Te1Sn1Te1,2.97
Lu1Sn1Ge1,0.57
Ga0.15V2Al20,1.53
Sr1Fe1.6Co0.4As2,12.9
Rh41Zr59,2.44
V0.73Si0.25Al0.02,14.0
Sm0.7Pr0.3Ba2Cu3O6.8,5.0
La1.5Ba1Ca0.5Cu3O7.126,67.0
Bi2Sr2Ca1Cu2I1O8.242,53.0
Sr1Fe1.78Ni0.22As2,2.305
Ca1Pt3P1,6.6
Sm1Fe0.95Ru0.05As1F0.15O0.85,41.0
Bi1Na1,2.25
Cr0.4Re0.6,2.15
Y1Ba2Cu2.97Zn0.03O6.7,50.0
Y1Ba2Cu2.9Co0.1O6.89,55.3
Pd16.5Sb83.5,4.9
Sn0.97Te1,0.143666667
Li0.46Cs1Ca2Nb3O10,5.3
Rb2Cs1C60,31.15
Ir0.28W0.72,4.475
Au0.15Sb0.85,8.1
Si1Ti0.15V2.85,14.55
Er0.85Hf0.15Ba2Cu3O6.813,79.9
H0.28Mo0.15Nb0.68Pd0.17,4.92
Ce0.1Nd0.9F0.5Bi1S2O0.5,4.68
Dy1Ba1.2Sr0.8Cu3O6.9,84.7
Ho0.0422La0.9578,1.2
Hg1Ba2Ca2Cu3O8.25,132.0
Dy1Ba2Cu2.94Zn0.06O6.9,62.0
Nb0.5W0.5C1,12.5
Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
Ca1.737Cu0.868Cl1.868Na0.132O2.263,21.0
Nb0.86Rh1.04,3.76
Ca1.825Na0.175Cu1Br1Cl1O2,23.0
Tl0.5Pb0.5Ca1Sr2Cu2O7,84.5
Nb0.5Sn0.5,17.705
Ca1Fe1.898Co0.102As2,19.2
Os0.06Zr0.94,5.65
Cr0.05Nb0.95,6.66
Pb0.5Sr2Ca0.5Tm0.5Cu2.5O7,72.0
Mg0.996Cu0.004B2,38.11
La1.943Sr0.13Cu1O4,33.3
Y1Ba2Cu3H0.14O6.91,90.95
La1.834Sr0.166Cu1O4,35.0
Ca2Nb1O4,8.9
Er0.005La0.995,5.94
Y1Fe2Si2,2.9
Dy1Ba2Cu2.98Zn0.02O6.87,81.0
B1Re2,3.7
La1Os2Ru2P12,7.0
Cs0.1W1O2.9F0.1,4.4
Al0.02Au0.92Ga0.06,0.158
La1.8Sr0.2Cu0.9777Zn0.0223O4,15.7
Ce3Pt1In11,0.32
Er1Ba2Cu2.9Ga0.1O6.78,86.0
Nb3Al0.96Ge0.04,19.8
Y1Ba2Cu2.9Ni0.1O6.71,29.0
Ge0.23Mo0.77,2.16
Bi0.85Tl0.15,6.23
Er1Ni1.92Fe0.08B2C1,4.63
Tb0.225Er0.775Ni2B2C1,5.9
Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
Nd1Bi0.96Pb0.04S2F0.3O0.7,5.35
Lu4.95Yb0.05Ir4Si10,2.0
C6Ca1,11.303
Cu1Co1.98Rh0.02S4,2.82
V2.898Mn0.102Ga1,9.0
Ho0.95Ca0.05Ba2Cu4O8,81.0
La1.84Sr0.05Ca0.11Cu1O4,33.2
Cu0.815Ge0.185,0.175
Al0.215Nb0.785,17.97
La1Co1.4Fe0.6B2,4.0
Ca0.4Ba1.25La1.35Cu3O7.11,47.1
Ga0.7Pt0.3,2.9
Mo0.35Pt0.075Re0.375,10.6
Cu0.5Ge0.5,3.3
Nb3Sn0.1Al0.9,16.1
Sr0.2La1.8Cu0.99Zn0.01O4,29.0
Nb78Ga19Mn3,7.42
La1.78Sr0.22Cu0.99Zn0.01O4,16.76666667
Li0.68Nb1O2,5.15
U0.99Y0.01Pd2Al3,1.11
Hg1Ba2Cu0.97Zn0.03O4.027,28.0
Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,48.0
Ir0.95Pt0.05Te2,2.683333333
Nb3Ga0.9Zn0.1,16.1
La1.85Sr0.15Cu0.995Co0.005O4,33.0
La0.81Dy0.06Sr0.13Fe1As1O1,16.5
Ce0.02Th0.98,0.7
Re3Ta1,5.765
Nb0.67V0.33N0.94,1.86
Eu0.7Ca0.3Ba2Cu3O6.13,26.0
Al1Sr2Ca2Cu3O9.5,69.0
Zr0.8Ni0.2,3.59
Ho0.3Lu0.7Ni2B2C1,13.3
Ti50Nb35Si15,5.0
Sr0.85Pr0.15Cu1O2,39.0
Ba0.96K0.04Ti2Sb2O1,3.88
Nb1Re3,5.27
La0.5Y0.5Fe1As1F0.1O0.9,31.4
La0.99Y0.01,5.5
Ca0.32Na0.68Fe2As2,33.0
Y0.8Pr0.2Ba2Cu3O6.75,41.5
Bi1.4Pb0.6Sr2Ca1.7Ga0.3Cu3O7,67.4
La1Ir1Si1,2.3
Zr1Os1As1,8.0
Pt0.017U0.983,0.85
Lu5Ir4Si9C1,3.74
V75Si20Ga5,12.33
Y1Ba2Cu4Li0.25O8,58.0
Y1Ba2Cu2.7Co0.3O6.88,22.0
Sr1Fe1.5Ru0.5As2,10.25
Mo0.15Nb0.85,5.575
Pr1.85Ce0.15Cu0.99Zn0.01O4.065,18.41
Nb2Pd1S4Se1,2.76
Eu1Fe1.6As2P0.4,23.5
La1.87Sr0.13Cu0.9925Zn0.0075O4,21.02
La2.1Gd0.7Ca1.4Ba2.8Cu0.7O16.471,79.0
Th0.9La0.3Ru2,4.45
La0.9Sr0.1Fe1As1O1,24.6
B0.057Si0.943,0.34
Sm1Ba2Cu2.94Zn0.06O6.85,59.0
Y1Ba2Cu3O6.88,89.025
Y0.8Ca0.2Sr1Ba1Cu2.7Ga0.3O7,64.0
Ir0.34Nb0.66,2.25
Pr1Fe1P1F0.1O0.9,2.34
Au0.94In0.06,0.0111
U0.9981Th0.019Be13,0.573
Sr0.55La0.45Bi1S2F1,3.1
Ba6Nb10O30,1.625
Fe0.75Ni0.25U6,1.4
Nb80Ga19Mn1,11.2
Ag1Te3,2.6
Os2.76Re97.24,1.844
Mg1B1.9906C0.0094,38.5
Sm1Fe1As0.77P0.23H0.11O0.89,28.0
Sm0.7Pr0.3Ba2Cu3O6.85,4.4
Pr1.85Ce0.15Cu0.96V0.04O3.98,22.4
Sr0.5Sm0.5Fe1As1F1,53.5
Ti0.64Ta0.075Nb0.285,8.73
Ga22.2V77.8,12.3
La1Pt4Ge12,8.253333333
S2Ta1,1.933333333
Au0.02Nb3Rh0.98,2.53
Li2B1Pd2.7Pt0.3,6.59
Eu0.5Pr0.5Ba2Cu4O8,27.5
Y1Ba1.4Sr0.6Cu3O6.8,86.0
Ba1Hg1,2.32
Y1Ba2Cu2.94Fe0.06O6.929,85.0
Nb0.92Hf0.08N0.93,13.7
Ce1Fe0.95Co0.05As1F0.1O0.9,23.5
Y1Ba2Cu2.9Ni0.1O6.85,54.5
Pd2Tm1Sn1,2.82
B5Mo1.8Sc0.2,8.8
Hg1Mg1,0.935
Nb0.4Ti0.4V0.2,7.6
Ce0.25La0.75Ru2,1.42
Ba1Fe1.28Ru0.72As2,8.95
Nb0.1Ta0.9,4.55
La0.8Zr0.2Bi1S2O1,1.66
Nb2.55V0.45Al1,14.0
Nb3Sn0.6Sb0.4,15.8
La1Ru4Sb12,3.293333333
Ba8Si39Al7,4.0
La1.85Sr0.15Cu0.982Co0.018O4,8.9
Al2Cu1,1.02
Bi3.95Cu0.05S3O4,2.595
Cr2Re3B1,4.8
Y0.7Pr0.3Ba2Cu3O6.96,57.0
Li2Pd2.4Pt0.6B1,5.47
Pr0.9Nd0.1Os4Sb12,1.73
Ba8Si37Ge9,5.0
La1Fe0.905Zn0.095As1F0.28O0.68,3.5
Ta0.4W0.6C1,9.41
Y0.975Ca0.025Ba2Cu3O6.72,70.8
Ta0.1V0.9,4.47
Sr4Sc2Fe2P2O6,17.0
Y2I1.3Br0.7C2,10.5
In0.04Pb0.96,7.075
Th1Ir3B2,2.09
Pb0.5Cd0.5Sr2Tb0.6Ca0.4Cu2O7,19.0
Si2Ta1,0.1725
La1.85Sr0.15Cu0.99Ru0.01O4,20.5
Mg0.9Zr0.1B2,37.3
Ce1Co0.8Ru0.2In5,2.18
Nb1C0.5N0.47,17.4
Sm1Fe0.8Co0.2As1O1,1.895
Dy0.01La0.99,3.77
Nb0.8Ga0.13Ni0.07,8.1
Ba1Fe1.97Mn0.03As1.3P0.7,16.0
Y1Sr2Cu2.8Re0.2O7.2,63.0
La0.7Pr0.3Ba2Cu3O7,57.1
Ir0.1Os0.3Rh0.6,0.21
Y1Ni1.82Pd0.18B2C1,11.8
Sn0.7Mo3Se4,4.85
Hg0.8Mo0.2Ba2Ca1Cu2O6.4,127.0
La2.375Ca1.25Ba2.375Cu6O14.062,78.0
B2Nb0.83,9.77
Ca1Fe2As1.925P0.075,13.0
Rb0.27W1O2.93,3.0
Y1Ba1.9Sc0.1Cu3O6.55,88.95
Pr0.65Sr0.35Fe1As0.9Sb0.1O1,21.87
Y1Ba2Cu3O7.1,91.65
Re1,2.581333333
Dy0.85Pr0.15Ba2Cu3O6.9,77.4
La0.95Pr0.85Sr0.2Cu1O4,27.0
Cu2Mo6S8,10.615
Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,49.0
La1.85Nd0Ca1.15Cu2O5.99,23.0
Y1Ba2Cu3O6.97,90.575
Be13Ga1,5.6
Al2N1Nb3,1.3
Co0.85Ni0.15Zr2,6.0
Be0.92Cu0.08,0.84
Nb2.7Ti0.3Sn1,16.4
La1Ru4As12,10.3
Eu0.0034La0.9966,3.95
Lu1.9Dy0.1Fe3Si5,3.77
Cr0.1Nb0.9,4.83
La1Ba1Ca1Cu3O6.98,76.35
Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41.0
Ce1Co1.67Rh0.33,0.47
Ba0.1Fe0.9Se0.85,10.6
Ba0.6Na0.4Fe2As2,33.85
Ni0.03V0.97,2.11
La0.75Sr0.25Cu1O4,14.4
Nb0.8Ga0.17Cr0.03,11.5
Y1Ni1.6Pt0.4B2C1,12.1
Ca8.77Pr1.23Pt3Fe10As18,26.9
Y1Ba1.8La0.2Cu3O6.81,91.7
Lu1Ir3.6Rh0.4B4,2.67
Ge1.81La1,2.17
La1.5Ba1.1Ca0.4Cu3O7.082,62.0
La1Fe1P0.6As0.6F0.1O0.9,26.9
Th0.9Y0.1,1.51
La2Cu1O4.068,36.0
Ba1Fe2Se3,11.0
Mo6Se7.7S0.3,5.83
Ba0.9Yb0.1Fe2As2,20.0
Cr0.055V0.945,1.89
Tl0.59Cs0.26Fe1.9Se2,30.3
Nb3Sn0.5Al0.5,16.2
Tl2Ba2Ca1Cu2O7.978,95.0
Ba1Fe2As1.06P0.94,20.8
La1.889Sr0.111Cu1O4,29.2
Bi2La4Pb1,2.3
Nb0.25Sn0.25Ta0.5,10.8
Bi2Sr1.6La0.4Cu1O6,32.0
Ru2Th1,3.68
In0.8La3Sn0.2,7.8
Ca0.4Ba1.25La1.25Cu3O6.98,40.1
N0.6Ti1,1.17
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.1,48.3
La0.6Th0.4Bi1S2O1,2.12
Nd0.4Sm0.6Bi1S2F0.5O0.5,5.51
Zr1Ru1P0.9B0.1,8.1
Pd50.745Ru0.255Sb49,1.57
Pd50.49V0.51Sb49,0.5
Ca1Cu0.25Si1.6,3.0
Tl1C1Sr2Ba2Cu2O10,68.2
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.25,70.0
La1.73Sr0.27Cu0.92Mn0.08O4,37.0
Bi2Sr1.5Ca1.5Cu2O8.25,67.0
Ga1,5.527454545
Mg1B1.4Be0.6,8.3
Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.73,43.0
Ba8Si23Ge23,2.28
Y0.8Ba2Cu3O6.44,96.0
Y1Ba1.9Ca0.1Cu3O6.84,85.0
Tl1Sr1.6Cr0.4Cu1O5,48.0
La1.7Sr0.3Cu1O3.997,10.2
La7Ir3,2.33
Rh0.035Zr0.965,5.0
C2Pt1U2,1.47
As2Te3,4.4
Ba5Sr1Nb10O30,0.96
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.82,67.5
V3Si0.2Ge0.8,6.1
Mo1Te2,0.3
Ca1Hg1,1.6
Nb1.8Ta1.2Sn1,14.1
Ga1Sb1,4.78
Pt0.5W0.5,1.45
Bi8Sr6Ca6Cu9O33.912,85.0
Zr0.87Hf0.13V2,9.45
Sm1.1Ba1.9Cu3O7.05,78.5
B2Nb0.6,8.04
Cu0.6Zn0.4Ir2S4,2.605
Ba1Fe1.936Ni0.064As2,14.83333333
Ba0.64Na0.36Fe2As2,31.0
Sn0.97As0.025Te0.975,0.0138
Cs0.4Sr0.6Fe2As2,36.6
Nb0.8Pd0.2,1.98
Nb0.83Pd0.17,2.2
Mg0.99Al0.01B2,37.95
Yb0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,46.0
W0.25Sn0.875Mo6S8,13.635
Ca0.875Pr0.125Fe2As2,49.0
La1.85Sr0.15Cu0.979Al0.021O4,3.7
Lu4.975Sc0.025Ir4Si10,4.0
Lu0.9Tb0.1Ru1B2,4.76
Nb1Ru3,13.5
Ir0.1Os0.25Rh0.65,0.1
Y1.2Th0.8C2.7,16.0
Fe1.12Se0.03Te0.97,6.5
Y0.9Ca0.1Ba2Cu3O6.4,41.8
Mo0.9Hf0.1C1,11.9
Sn0.5883Pb0.2517In0.16Te1,3.88
Bi2Sr2Ca0.55Y0.45Cu2I1O8,55.0
Al0.04Au0.92Ga0.04,0.101
Al0.02V0.98,4.05
Cu0.07Ir1Te2,2.71
Pb3Yb1,0.23
Au0.3Pd0.033Te0.666,2.6
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,80.0
Y0.8Ca0.1Pr0.1Ba2Cu3O7.01,78.4
Y1Ba2Cu2.95Ni0.05O6.93,80.0
Y0.8Ca0.2Ba2Cu3O6.32,25.8
Fe2As2Sr4Mg0.4Ti1.6O6,28.0
Bi1Pt1,1.21
Nb1S1.06,3.3
Nb3Al0.9Ga0.1,18.5
Au0.3Te0.7,1.99
Tl1Sr2Ca0.6Y0.4Cu2O6.86,87.0
Au0.93In0.07,0.0164
Ir0.95Te2,4.68
